"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GRMZM2G059865",7092.21680622905,1.68537503078907,0.336265023257661,5.01204381728891,5.38549362370202e-07,4.35775608401295e-06
"GRMZM5G888250",61.4652426741119,1.50828710774049,1.01784026933885,1.48185049577594,0.138380079650503,0.301619063184909
"GRMZM2G093344",155.127248931398,0.500118493217452,0.748163609622746,0.668461399064346,0.50383911404065,0.767997909342585
"GRMZM2G093399",233.026026456455,0.645949429700443,1.2493586740941,0.517024808883498,0.605138840596801,0.856494178613499
"GRMZM5G809743",204.40331335837,1.7333120862666,1.11298014320722,1.55736119538647,0.119384753768355,0.268334133251912
"GRMZM5G833153",165.561968427443,-0.053551905059893,1.03225952165334,-0.0518783347952269,0.958625637353905,1
"GRMZM2G306216",6.80405871203076,-1.82673224481097,0.954803885388231,-1.91320151998355,0.0557222590183654,0.144902515395189
"AC177838.2_FG015",23.8772905717137,3.63024485291697,1.12724351522123,3.22046195333801,0.00127984179600615,0.00549301252208532
"GRMZM2G104572",4.0310194932648,0.672943781710548,1.74784264042173,0.385013940126885,0.700227087465301,0.924630440684891
"GRMZM5G822187",2.34320188761073,-0.328970834473425,1.50770366762072,-0.218193297223034,0.827278507317836,1
"GRMZM5G815900",0,NA,NA,NA,NA,NA
"GRMZM2G023794",38.4377973620717,1.18560910746194,1.0809981571547,1.09677255193717,0.272740831739037,0.506878005527856
"GRMZM2G023863",121.174349023165,0.762124747560584,0.402971157348021,1.89126376333278,0.0585891433517448,0.150947013478113
"GRMZM2G137648",0,NA,NA,NA,NA,NA
"GRMZM2G137697",0,NA,NA,NA,NA,NA
"GRMZM2G408834",124.838648513299,1.74520371510251,0.766548708119159,2.27670296305714,0.022803969467467,0.0686840351086659
"GRMZM2G108663",0.0857315045350747,-0.31673415774275,1.95859555626474,-0.161714937384417,0.87153034104598,1
"AC204887.4_FG003",0.0495784067495105,0,1.95859555626474,0,1,1
"GRMZM2G471814",9.93648019280297,-0.503286107218223,1.59684093721508,-0.315176105201789,0.752627946982641,0.960838002856719
"GRMZM2G330436",276.795090782569,-0.183640151958847,0.374911119215094,-0.48982316753718,0.624259035281159,0.871567569828297
"GRMZM2G032104",805.862566167183,0.743790205989306,0.343767431924707,2.16364360586727,0.0304917121784421,0.08782445672119
"GRMZM2G333069",0,NA,NA,NA,NA,NA
"GRMZM2G399700",273.406504708589,2.00561823949295,0.631678452692228,3.17506198121047,0.0014980449923915,0.00632363116325804
"GRMZM2G703460",0,NA,NA,NA,NA,NA
"GRMZM2G474694",111.149609966893,0.216961169905487,1.09956289579043,0.197315834079252,0.843580389119032,1
"GRMZM2G172183",43.9806354533518,0.15583807020252,0.633589161740163,0.245960757558586,0.805712610369859,0.993745053451315
"GRMZM2G073979",706.160314627946,0.858343618879601,0.46873151280316,1.83120527516155,0.0670699096588722,0.168625565061291
"GRMZM2G374777",4.98877169457251,-1.71714493195354,1.19129233764619,-1.44141356213737,0.149467881053476,0.320423577513619
"GRMZM2G374779",407.602002874696,1.41124054906732,0.730643222050281,1.93150433272643,0.0534207140276982,0.140016805465323
"GRMZM2G374812",17.4387769997838,0.887596510596584,1.06213859078599,0.835669203902811,0.403341024813749,0.66603845263996
"GRMZM2G052586",63.9793967937125,-0.164913529537702,0.807422827065502,-0.204246801068362,0.838160640154653,1
"GRMZM2G483779",115.476235214631,0.572660911843988,0.604326704898113,0.947601532751289,0.343332345590019,0.596407775062485
"GRMZM2G002121",620.492017530785,-1.03506339965997,0.256042621214901,-4.04254336543142,5.28745297500183e-05,0.000304886254113526
"GRMZM2G026639",1419.85450530825,-0.263013241250394,0.187148163412844,-1.40537441807641,0.159909969715775,0.337739713782608
"GRMZM2G058632",3.55086349262955,3.00707094070035,1.3662624273417,2.20094681704094,0.0277397890540249,0.0811006985293055
"GRMZM2G367714",0.466967188366804,1.70420036702323,2.02588709843458,0.841211915678857,0.400229226321848,0.662718476731925
"GRMZM2G097229",0,NA,NA,NA,NA,NA
"GRMZM2G474194",41.0323063424007,0.091531063604406,2.02231298907625,0.0452605823622858,NA,NA
"GRMZM2G703462",0,NA,NA,NA,NA,NA
"GRMZM2G161483",0.186893649809787,0,1.95859555626474,0,1,1
"GRMZM2G161540",0.164996942756003,-0.316734157742749,1.95859555626474,-0.161714937384417,0.87153034104598,1
"AC193500.3_FG003",0,NA,NA,NA,NA,NA
"GRMZM2G161560",6610.29907376285,1.49088071846072,0.306596718582063,4.86267669580968,1.15808919381906e-06,8.90490164451422e-06
"GRMZM2G079891",30.6640199639437,0.741357856860927,1.16657494869955,0.635499551646776,0.525102659044741,0.787328754014722
"GRMZM2G379898",20.3410632421888,-3.17990100487116,1.87977167850989,-1.69164215059985,NA,NA
"GRMZM2G060265",0.133895684872096,0,1.95859555626474,0,1,1
"GRMZM2G361164",0,NA,NA,NA,NA,NA
"GRMZM2G060296",14942.6428094227,0.105753560557431,0.243602336569399,0.434123752861884,0.664198577690511,0.900536599385112
"GRMZM2G176952",55.7343208996896,0.27713545968834,0.783289842980114,0.353809591905274,0.72348158458503,0.94158182022854
"GRMZM2G164696",2023.62084257289,-1.80965755630315,0.522203878687177,-3.46542342973904,0.00052939725239754,0.00248349189623713
"GRMZM2G703466",266.338208581967,2.33261614431206,0.98880440250686,2.3590268595066,0.018322929515921,0.0569603839410401
"GRMZM2G114469",14.3198859861697,0.0121775237333617,1.50117249699441,0.00811200828535233,NA,NA
"GRMZM2G114459",1497.64090814757,2.28500006996187,0.246316936140975,9.2766665003258,1.74863760313364e-20,5.34043521160851e-19
"GRMZM2G458423",47.0549835808902,2.38976643847152,0.874947872321515,2.73132436122246,0.00630803541208565,0.0225984597526145
"GRMZM2G109725",492.969727614285,1.91518865067273,0.538171143928985,3.55869814329073,0.000372697570228732,0.00180670542134765
"GRMZM2G410990",33.1297088106256,1.78438249115331,1.14840016788147,1.55379852864798,0.120232481634695,0.269823811655997
"GRMZM2G158378",0,NA,NA,NA,NA,NA
"GRMZM2G459354",0.48807032708207,1.14116909730093,1.96227951633902,0.581552774616936,0.560867960686907,0.81899316972993
"GRMZM2G329177",874.042214148242,1.49548149847006,0.767796224795545,1.94775833766086,0.0514438860464363,0.135694842051701
"GRMZM2G028870",3.74720724605776,0,1.9694877527282,0,NA,NA
"GRMZM2G052546",1401.0295725167,0.597497770590511,0.627186113361178,0.952664221770532,0.340760226596856,0.593354196776893
"GRMZM2G035377",82.4623086372791,-1.22853737434615,0.780556821365372,-1.57392433288477,0.115504943716535,0.261382779166932
"GRMZM2G085691",291.839541772017,-0.554903411911514,0.412448870831967,-1.34538715257529,0.178500241955582,0.367908121240012
"GRMZM2G388684",0,NA,NA,NA,NA,NA
"GRMZM2G085827",304.649815039272,-0.639061233640939,0.388560352401467,-1.64468976232719,0.100033805121367,0.233104647599663
"GRMZM2G085872",166.28526323722,-1.39570841762374,0.544938866056496,-2.56122017451961,0.010430522954391,0.0350536682704331
"GRMZM2G085885",527.20745705093,-1.32842321152838,0.69866297982342,-1.90137913399122,0.057252370604997,0.148130392391696
"GRMZM2G086242",3.96046514677106,0.769044192764042,1.58785431693112,0.484329188492801,0.628152264162171,0.87469502993393
"GRMZM2G086269",5.93438697585346,-1.84609916918255,1.43414978836511,-1.28724292550156,0.198009629883034,0.39862265694667
"GRMZM2G042552",371.557262007871,-0.851671388749285,0.447096125977653,-1.90489547832014,0.056793659146744,0.147145594417095
"GRMZM2G042539",11.3524084757731,-2.47161389374273,0.806424806621782,-3.06490310497347,0.00217740527473484,0.00881887427173537
"GRMZM2G042250",242.377579366227,0.778381411411897,0.455290184380351,1.70963802452994,0.0873328296433402,0.209035312869614
"GRMZM2G041881",2541.65153446616,0.546710529452664,0.441655812678545,1.23786558165506,0.215765906253985,0.425532738844307
"GRMZM5G802392",851.124281469877,-2.26058014559041,0.437768561630294,-5.16387046427404,2.41895124749822e-07,2.06123185942203e-06
"GRMZM2G006673",989.432493746149,0.781354975946515,0.508199262753104,1.53749726379693,0.124171584585814,0.276784714630598
"GRMZM2G007025",342.497882067953,-1.13297178747382,0.572628303209785,-1.97854660889639,0.0478670759910679,0.127907534624923
"GRMZM2G015384",2101.71522707713,1.2596815026382,0.326068632208763,3.86324036784898,0.000111892809079211,0.000604838317487374
"GRMZM2G436286",0.507537933652395,0,1.95859555626474,0,1,1
"GRMZM2G137366",657.863346671284,0.0224009925719335,0.301560930781041,0.074283470719881,0.940784829145488,1
"GRMZM2G137352",4.94541587569659,4.84132997360779,1.72414391743847,2.80796163512874,0.00498561659094523,0.0183733581271241
"GRMZM2G137329",3.51395272966308,-1.20579424982569,1.66086688961095,-0.726002943022207,0.467836966372208,0.732933579954822
"GRMZM2G137236",2376.52155173114,1.29540557046359,0.362909278905411,3.56950247833488,0.000357659834150537,0.00174067744107182
"GRMZM2G436226",29.0728983419043,4.82684953170704,1.04172703135958,4.63350703821846,3.59522530536969e-06,2.5494044740771e-05
"GRMZM2G314660",5.86014322028422,-0.848643672170671,1.22269337073991,-0.694077266205439,0.487633754648454,0.752238405177728
"GRMZM2G092232",209.443006105987,-0.220351801638968,0.564430651674937,-0.39039658988235,0.696243309096376,0.922480198664926
"GRMZM2G393062",18.3807568638939,-1.83176976008283,0.988918904960362,-1.85229521945103,0.0639834418192744,0.162228284145457
"GRMZM2G092165",162.257050137062,-1.15429735563412,0.42254118407169,-2.73179845929119,0.00629896598555381,0.0225685690267948
"GRMZM2G124550",99.4260311797885,2.97550689701087,1.16074926337533,2.56343638621697,0.0103641691396886,0.0348610541164348
"GRMZM2G144197",2.0988176973329,-0.031448100763107,1.66302223542353,-0.0189102106353364,0.98491273408905,1
"GRMZM2G144101",1526.96035579008,-0.399886935132478,0.49781302704121,-0.803287405934787,0.421808635502932,0.685838069385101
"GRMZM2G077615",118.765292375021,-1.26282884324705,0.318088571126338,-3.97005412289863,7.18563073578124e-05,0.000403753461900557
"GRMZM2G077669",564.897320904919,-0.878267140926137,0.311552227590287,-2.81900453005625,0.00481728382582815,0.0178164901326592
"GRMZM2G077760",102.097081199805,-2.46933263833519,0.4428888622773,-5.5755130658244,2.46801381480276e-08,2.41255855164765e-07
"GRMZM2G077769",0.941609762516541,-0.265031297795699,1.82841250131807,-0.144951589209023,0.884749094215705,1
"GRMZM2G077780",430.714759623448,1.24590927631865,0.575723466694541,2.16407589475536,0.0304585251777545,0.0877445573218526
"GRMZM2G126199",34.3552092904259,-0.631905348092792,0.706513931970653,-0.894398991298362,0.371108451985321,0.629381746734568
"GRMZM2G126218",37.6139851784605,-0.493489845564257,0.946794847212536,-0.521221515956855,0.602212467310731,0.853919344580961
"GRMZM2G426802",126.234112357336,0.265631242050625,0.473656190251104,0.560810240672254,0.574926904781597,0.830275843323013
"GRMZM2G440537",76.2789366735078,0.671238444745762,0.689126837216359,0.974041944814027,0.33003571316532,0.580354171050665
