"","SP_1","SP_2","SP_3","EC_1","EC_2","EC_3","Zy12_1","Zy12_2","Zy12_3","Zy24_1","Zy24_2","Zy24_3","AC_1","AC_2","AC_3","BC_1","BC_2","BC_3"
"GRMZM2G408989",10,0,65,239,197,746,596,665,424,445,879,472,731,611,806,593,679,700
"AC205471.4_FG003",9,0,1,216,6,45,864,551,576,335,1748,458,102,479,180,114,179,167
"AC205471.4_FG008",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"AC205471.4_FG007",3,3,11,194,69,69,673,198,1389,358,577,291,78,341,58,12,194,105
"GRMZM5G861659",86,244,189,57,7,7,76,146,82,154,166,135,89,74,42,55,93,78
"GRMZM2G044866",25,63,10,374,81,40,996,914,536,464,420,590,333,525,221,325,503,521
"GRMZM2G044797",4,89,25,237,130,72,188,246,48,2069,1188,1609,1096,751,1134,1051,818,619
"GRMZM2G044771",0,0,0,125,2,12,95,98,66,82,67,120,12,7,4,11,22,23
"GRMZM2G044744",435,815,424,625,362,560,198,525,274,854,573,468,1364,655,556,345,467,348
"GRMZM2G420684",0,7,2,210,90,98,157,195,29,180,189,203,54,53,48,66,76,14
"GRMZM2G121117",967,1355,1220,445,148,159,265,411,254,520,577,365,312,260,154,180,250,200
"GRMZM2G048117",275,514,312,434,1590,925,1408,1892,1146,1696,1766,1118,1786,1450,2102,1489,1647,1399
"GRMZM2G048200",1,0,5,30,8,0,115,113,100,40,29,72,37,31,115,52,72,68
"AC187826.3_FG007",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"GRMZM2G017142",102,147,138,284,184,139,195,382,100,189,191,283,103,143,107,87,186,44
"GRMZM2G029027",855,996,1321,533,517,2216,57,431,79,472,404,234,6526,4092,6847,5983,3337,4134
"GRMZM2G034551",1,12,0,226,98,62,275,343,180,138,271,172,84,225,205,56,162,91
"GRMZM2G059693",0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0
"GRMZM5G855411",0,0,0,16,352,208,27,31,0,12,13,18,152,72,73,45,74,67
"GRMZM2G380515",4,67,9,323,405,323,299,608,236,755,537,635,1556,821,1136,661,536,482
"AC210792.5_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G163542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRMZM2G118834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G804181",8,0,1,37,21,59,1,10,14,4,29,1,19,74,68,43,31,53
"AC210413.3_FG005",0,0,0,7,0,5,0,0,0,0,2,0,0,0,0,0,0,0
"GRMZM5G873249",6,7,3,51,29,42,0,10,37,30,47,4,16,36,23,11,14,16
"GRMZM5G871000",1,0,2,0,0,1,0,0,0,3,27,1,38,1,10,10,0,16
"AC208327.4_FG002",1,4,1,5,2,5,5,2,0,2,2,0,17,6,5,2,5,3
"AC208327.4_FG003",69,201,73,3545,4558,6735,2679,4828,2682,6101,5495,5556,13654,7481,11453,10760,6688,8143
"AC208327.4_FG006",10,14,12,528,280,220,609,1122,542,812,759,684,370,295,218,234,208,286
"GRMZM2G389118",0,4,43,1989,1565,2173,1628,2615,1347,2526,3125,3597,2668,1934,3418,2100,2209,2176
"GRMZM2G389015",6,8,14,1,0,0,0,1,0,0,1,1,0,17,30,0,2,0
"AC197021.3_FG004",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G088020",0,0,0,3,0,1,5,8,3,5,3,7,5,4,4,6,2,5
"GRMZM2G150367",244,373,255,2128,730,1732,5676,5414,5377,4506,5896,6140,2037,2027,1405,2172,2389,1875
"GRMZM2G150434",2,3,5,3,9,11,11,12,6,12,6,16,7,3,0,1,2,2
"GRMZM2G150453",0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1
"GRMZM2G166089",24,48,54,3562,4055,5977,2148,2615,1719,4675,4369,3451,10138,7628,8839,6595,5946,7108
"GRMZM2G381129",0,0,6,602,431,527,499,304,271,269,297,353,100,161,116,117,203,145
"GRMZM2G467497",0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,1
"GRMZM2G141066",13,29,29,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"GRMZM2G050800",30,94,50,269,24,196,700,703,402,771,892,693,532,711,505,301,440,379
"GRMZM2G120178",2,14,12,4,16,7,0,5,0,1,1,0,3,16,4,3,20,4
"GRMZM2G135978",0,0,0,227,328,253,396,540,315,723,570,575,595,573,432,586,585,436
"GRMZM2G090963",161,161,273,171,22,78,54,68,23,50,44,108,68,56,62,26,65,25
"GRMZM2G150485",0,7,0,2262,1161,1404,1189,1673,772,983,814,1372,361,563,316,332,439,205
"GRMZM2G135320",6,12,11,34,11,21,46,105,87,79,88,162,46,51,18,31,45,26
"GRMZM2G135366",4,8,10,45,26,17,38,45,58,59,44,64,20,37,9,8,6,15
"GRMZM2G150474",0,3,0,0,0,0,7,3,2,11,9,5,0,0,0,0,1,0
"GRMZM2G025954",0,0,0,0,0,0,4,8,2,0,2,0,0,0,0,0,0,0
"GRMZM2G443340",4,19,20,765,216,273,744,619,419,548,546,848,307,188,88,262,376,335
"GRMZM2G139434",1,4,3,138,3,8,84,113,59,59,57,52,69,53,21,32,52,41
"GRMZM2G372200",7657,12347,14201,168,390,558,245,947,148,863,654,521,2136,1031,1491,2477,1467,1146
"AC200884.4_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G011491",27,48,9,2464,1358,1544,1581,2161,1312,2474,2525,2737,3564,2354,2517,2511,2185,2167
"GRMZM2G053952",2,6,2,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1
"GRMZM2G355389",1,0,1,2,1,2,1,2,3,3,4,1,5,9,3,5,7,11
"GRMZM2G054040",0,0,0,547,276,247,343,479,305,771,656,471,901,474,441,390,492,359
"AC225346.3_FG001",0,0,0,0,0,0,1,0,9,5,7,0,1,1,2,0,2,1
"GRMZM2G170798",18,0,39,663,313,533,1070,1855,925,1410,1840,1243,1375,1845,1960,1396,1590,1654
"GRMZM2G111306",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G816304",0,0,0,0,0,0,1,1,1,1,2,0,9,1,0,0,1,0
"GRMZM2G037350",11,21,36,2,2,21,19,0,2,27,3,11,12,55,14,6,36,13
"GRMZM5G876434",100,146,192,419,87,317,484,394,250,371,445,226,263,560,332,108,280,247
"GRMZM2G700655",289,517,354,1,52,64,109,306,83,149,205,94,38,67,103,16,90,20
"GRMZM2G165930",21,79,38,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0
"GRMZM5G834260",0,0,2,5,0,0,0,0,0,5,15,0,1,0,0,0,0,0
"GRMZM5G817255",410,856,637,612,358,225,799,836,406,1209,1347,1777,1438,836,519,907,962,978
"AC202915.3_FG002",0,0,1,107,1,43,414,415,455,457,677,174,80,746,99,40,28,57
"GRMZM2G399541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G073842",0,10,0,0,8,9,0,0,0,1,0,0,4,19,6,0,0,52
"GRMZM2G171781",3,1,0,32,220,123,0,82,0,71,4,19,7,0,20,0,8,232
"GRMZM2G013450",234,125,228,256,301,420,389,458,151,261,315,392,652,528,478,522,419,343
"GRMZM2G121510",2680,3953,3232,494,1038,1270,703,972,657,1093,889,1039,1445,991,1366,1222,993,784
"GRMZM2G083292",0,0,0,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0
"GRMZM2G323415",0,0,0,0,0,0,20,7,0,1,5,5,12,13,63,0,3,0
"GRMZM2G002361",162,260,99,1574,1725,1716,1082,1485,797,1398,1655,1210,731,454,513,736,528,512
"GRMZM2G002427",8,3,1,195,237,195,435,425,290,815,941,995,643,439,281,426,566,401
"GRMZM2G042593",20,12,0,0,0,11,17,25,30,229,415,269,518,330,296,242,180,205
"GRMZM2G343024",62,25,117,30,68,472,1422,1061,885,873,1795,821,1295,1876,2311,676,1346,989
"GRMZM2G117198",11140,13781,11668,4089,1277,8861,6441,10091,6946,8529,9090,10620,6100,5563,6419,6731,6545,5893
"GRMZM2G383215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1
"GRMZM2G084369",56,268,198,1208,443,449,880,1446,596,1254,1036,1081,2177,1855,2054,1051,1497,882
"GRMZM5G826666",19,155,114,103,12,113,124,178,91,134,175,126,553,792,817,381,603,261
"GRMZM2G365774",0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0
"GRMZM2G043855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G065622",715,1196,751,413,1388,680,586,568,500,758,959,1010,749,1050,883,609,664,507
"GRMZM2G065599",9,0,11,191,87,266,196,193,147,245,178,41,268,314,406,155,189,180
"GRMZM2G330475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G378402",13,1,19,221,3,1,308,325,115,345,345,254,295,442,400,423,394,112
"GRMZM2G075472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G178686",0,0,0,0,0,0,75,31,21,0,0,4,0,4,0,0,0,21
"GRMZM2G049726",22,25,17,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G090928",439,248,471,340,253,598,248,230,128,245,276,184,723,526,443,594,476,443
"GRMZM2G023999",0,0,0,99,1,0,55,123,55,115,109,57,55,21,93,27,53,74
"GRMZM2G155889",31,53,20,325,124,168,352,607,382,837,1201,1133,779,676,472,665,589,384
"GRMZM2G017522",0,0,0,0,0,0,19,9,82,1,0,5,3,0,0,0,3,7
"GRMZM2G034043",87,275,124,7124,16702,14106,4539,6823,3518,6683,5864,7313,11385,5949,9147,9896,6745,7808
"GRMZM2G094241",0,0,0,158,29,74,375,473,314,224,189,425,106,44,18,40,46,18
"GRMZM2G020096",37,63,47,1832,1492,792,2342,2822,2195,2609,2758,2421,2090,2377,1718,1201,1264,1229
"GRMZM2G336745",10,28,16,19,0,1,9,52,16,16,5,3,16,18,6,6,11,12
"GRMZM2G178447",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
"GRMZM2G477741",7069,8648,7778,1740,1491,1513,2241,3751,1442,3319,3039,3266,2458,1841,1855,1843,1472,1701
"GRMZM2G117007",0,0,0,3,2,60,354,98,544,140,332,218,24,80,32,7,110,24
"GRMZM2G119527",0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0
"GRMZM2G119483",25,83,31,61,104,41,358,206,118,231,227,207,164,206,142,128,144,74
"GRMZM5G874112",202,248,150,0,269,183,0,0,0,1,21,0,1,0,0,0,0,0
"GRMZM2G120839",0,0,0,4,0,11,112,44,158,62,81,75,20,29,18,8,49,20
"GRMZM2G064715",57,46,64,2,7,41,5,24,0,10,2,15,92,60,114,79,57,46
"AC200240.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G001648",73,191,157,189,3,9,181,279,99,216,185,54,486,352,401,171,236,202
"GRMZM2G054588",0,0,0,0,0,1,75,19,254,40,49,26,10,23,6,4,19,2
"GRMZM2G089406",1231,1653,1447,543,427,863,656,779,646,1037,1051,1188,1913,2887,3466,1148,1988,1256
"GRMZM2G453078",16,8,1,84,11,19,64,82,24,47,57,62,82,47,19,33,49,16
"GRMZM2G086766",0,0,0,0,0,0,1,0,50,16,16,8,0,2,0,0,0,0
"GRMZM2G513737",528,800,661,0,477,324,0,0,1,82,112,0,0,0,0,0,0,1
"GRMZM2G052630",8190,9151,8623,144,127,270,43,128,46,44,179,90,94,271,68,40,116,50
"GRMZM2G351941",96,65,105,17,72,41,14,16,8,3,20,0,12,142,19,1,6,1
"GRMZM2G351937",6,2,8,0,0,1,15,10,5,13,15,0,1,0,7,1,5,1
"GRMZM2G351921",2,2,0,8,0,27,16,8,13,25,5,2,0,33,105,0,15,1
"GRMZM2G700659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G155123",2893,4932,4267,1180,698,765,1219,1202,1262,2688,1880,920,1563,3567,3534,1264,2140,1767
"GRMZM2G012584",1,2,3,338,23,45,386,1007,368,552,566,450,541,593,454,740,830,845
"GRMZM2G012874",3,13,44,24,43,9,81,52,63,24,59,23,3,53,36,50,52,27
"AC214648.3_FG005",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRMZM2G700662",4,10,13,26,8,53,73,75,41,67,64,67,79,29,37,66,77,66
"GRMZM2G700664",0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0
"AC214648.3_FG003",3,6,11,13,53,71,127,31,79,184,186,259,154,129,233,145,118,92
"AC214648.3_FG001",0,0,0,0,1,33,1,0,0,23,15,1,0,0,0,0,0,0
"AC219006.2_FG006",0,0,0,0,0,2,18,1,3,12,10,5,1,5,0,0,0,0
"AC219006.2_FG007",0,1,0,0,19,4,25,17,14,116,191,108,190,90,37,124,79,80
"GRMZM2G700665",0,0,0,0,4,348,30,35,3,15,21,100,6,27,6,8,3,1
"GRMZM2G393039",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"GRMZM2G062706",2,4,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G024838",0,0,0,75,51,14,112,71,59,77,76,130,57,24,22,25,58,44
"GRMZM2G474726",25,20,12,380,279,136,498,810,334,441,523,447,264,325,269,236,266,157
"GRMZM2G173763",152,163,129,72,204,137,102,133,36,168,60,1,675,625,839,486,317,388
"GRMZM2G140083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G053991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G353250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G092804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G175419",1516,2104,1981,796,2517,1497,1223,1606,749,1883,2000,1830,5944,3871,4351,3604,3220,2831
"GRMZM2G474658",3076,2969,2746,1095,327,1064,1326,2071,1279,2154,1856,2293,2736,1945,1695,1769,1391,1219
"GRMZM2G046520",0,0,0,0,57,190,1,68,0,3,1,0,0,0,0,0,0,13
"GRMZM2G056014",138,284,154,1960,31,1134,4928,5082,4761,3284,4304,3674,611,2023,2167,231,1680,1062
"GRMZM2G355742",7,11,0,129,22,78,0,7,0,25,29,8,7,20,67,12,121,32
"GRMZM2G355761",0,0,0,360,68,273,9,15,8,31,15,9,4,25,20,13,193,50
"AC203847.3_FG009",0,0,0,0,4,9,0,0,0,0,0,1,0,0,0,0,0,0
"GRMZM2G080263",0,0,0,49,64,252,2,3,3,7,8,1,2,1,5,1,46,15
"GRMZM2G080252",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"GRMZM2G381168",1,1,2,15,0,0,17,37,24,3,10,10,2,19,1,19,4,1
"GRMZM2G080191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G323925",0,0,0,122,196,473,10,9,15,21,12,9,3,26,17,6,80,22
"AC203847.3_FG004",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G496821",0,0,0,482,82,302,49,74,70,29,29,27,7,30,22,10,146,74
"GRMZM5G855672",367,532,344,5442,2523,7507,3196,5425,2544,3793,3995,3668,2188,2995,3096,2290,1937,1677
"GRMZM2G005710",6,6,0,0,57,12,0,2,6,18,4,43,21,2,21,1,0,0
"GRMZM2G005552",5,13,6,83,54,81,73,170,14,29,36,70,7,9,4,8,13,9
"GRMZM2G005350",120,125,129,338,222,230,316,852,319,740,445,254,1007,736,739,404,466,338
"GRMZM2G005163",253,356,301,1064,496,583,868,1272,566,935,941,896,538,514,370,263,272,351
"GRMZM2G075000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G102674",0,0,0,4,12,3,17,18,17,14,12,34,21,8,6,5,9,6
"GRMZM2G023471",14,20,35,21,49,52,1,19,0,22,13,0,366,206,324,189,280,296
"GRMZM2G173128",7,1,0,1703,1542,696,1218,1682,865,1367,1205,1529,1179,1686,1188,1449,1370,1406
"GRMZM2G084429",7,19,17,3550,1186,2988,2871,3369,1649,1905,1916,2801,888,723,422,1187,1141,896
"GRMZM2G386228",3,5,4,231,271,315,370,283,400,317,326,475,234,203,71,142,265,172
"GRMZM2G083847",20,15,50,804,232,448,532,1025,435,447,386,363,130,75,142,207,229,148
"GRMZM2G124755",18,48,0,0,9,9,0,0,0,0,0,4,20,10,24,24,13,4
"GRMZM2G124759",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G099082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G828614",1,8,6,0,11,12,3,2,0,4,4,3,1,3,0,2,4,2
"GRMZM2G097929",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G880268",0,0,0,17,2,20,0,4,0,1,1,0,0,0,0,0,1,0
"GRMZM2G141922",0,0,1,5,21,6,32,85,34,77,124,100,71,71,19,34,54,17
"GRMZM2G141873",84,271,154,139,77,75,173,234,147,216,112,147,276,211,194,252,167,118
"GRMZM2G141859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM6G198866",0,1,0,0,0,0,3,275,5,2,0,3,0,0,2,0,5,1
"GRMZM2G070912",0,0,0,0,0,0,1,38,0,0,1,2,0,0,0,0,1,0
"GRMZM2G070978",25,20,15,192,0,72,64,97,116,145,210,167,155,71,127,134,252,68
"GRMZM2G071052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G047588",196,261,194,454,184,424,1126,2285,1210,2280,2089,1803,901,1569,742,774,689,568
"GRMZM2G047577",10,9,26,75,144,46,6,51,30,93,7,56,8,78,13,20,27,11
"GRMZM2G047412",26,155,59,42,74,24,84,18,34,53,40,43,30,109,23,49,43,26
"GRMZM2G047219",206,318,248,171,69,119,239,99,70,51,102,76,96,40,20,42,74,22
"GRMZM2G346706",25,55,29,0,18,19,0,1,3,12,6,15,0,11,20,0,20,0
"AC199771.4_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G113340",1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"GRMZM2G413996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G113415",718,1329,1044,0,378,340,0,1,0,75,23,0,0,0,6,0,1,1
"GRMZM2G414007",348,437,343,60,130,232,44,49,28,73,81,36,142,68,90,100,107,73
"GRMZM2G364612",17,51,19,39,7,12,735,481,615,347,416,433,123,175,88,42,137,74
"GRMZM2G042623",6,16,57,643,312,503,771,1199,771,1698,1440,1319,2012,1483,1614,1516,1618,1286
"GRMZM2G042789",0,3,0,9,0,19,0,0,0,1,1,4,0,0,0,2,4,8
"GRMZM2G028393",0,0,7,1,0,2,5,23,0,342,31,21,7,120,88,18,280,171
"GRMZM2G028986",6,5,0,2513,5291,3403,3270,2981,2203,4062,3729,3554,2723,3835,2298,3532,4180,3131
"GRMZM2G368591",0,0,0,0,0,0,14,35,1,8,9,24,3,1,2,23,18,53
"GRMZM2G067985",5980,8387,6861,3738,13397,9660,5241,7529,3223,8782,8367,7469,19881,13875,15845,16358,11974,14619
"GRMZM2G549274",28,54,31,64,124,87,285,305,184,281,323,304,312,232,113,257,269,291
"GRMZM2G700673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GRMZM2G080858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G013100",152,404,222,64,138,134,313,420,340,754,806,660,1023,1244,893,550,684,790
"GRMZM2G060045",60,64,56,47,16,67,313,439,105,336,166,224,336,1004,496,243,557,569
"GRMZM2G470513",73,112,43,268,30,281,123,234,118,385,400,366,1142,890,1186,862,696,752
"GRMZM2G168590",0,0,0,7,1,0,1,7,0,5,4,1,2,4,11,0,8,0
"GRMZM2G020471",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G496477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G020544",11,2,0,0,0,14,192,193,32,131,47,45,46,137,107,173,156,85
"AC199001.3_FG005",3990,4323,5179,199,4099,5231,148,270,1,224,144,90,7289,3182,4659,4563,2951,4729
"GRMZM2G162525",5822,6885,7575,4482,9619,11057,4871,8447,5469,9071,8206,7880,15111,8433,11392,10523,7048,9098
"GRMZM2G098031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G098039",16,0,0,1480,896,2507,732,801,565,1570,1818,1980,4464,2520,3460,2990,2834,2063
"GRMZM2G098153",4020,5728,4413,2129,1294,3283,1958,3534,1533,3722,4077,3989,6369,3338,4370,4663,4062,4588
"GRMZM2G098203",8973,12014,8837,1303,4682,3080,646,845,326,1132,722,733,2741,1482,1875,797,528,595
"GRMZM2G098212",24,15,34,2011,1348,1159,1261,1600,853,1970,2332,2650,1778,1027,949,938,1178,789
"GRMZM2G098237",2056,2893,2104,2939,3485,5522,2517,3178,1495,3316,3059,3724,3395,2234,2565,3090,2731,2695
"GRMZM2G076544",11,21,7,64,18,8,31,12,13,14,32,17,2,6,2,8,11,6
"GRMZM2G057891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G339151",2037,2716,2299,423,1232,1024,302,197,116,689,660,646,1888,1067,1630,1098,926,1043
"GRMZM2G477847",207,243,128,254,185,815,435,782,358,565,491,582,517,474,505,504,420,407
"GRMZM2G175236",0,0,0,40,0,0,0,6,0,0,2,6,0,0,0,0,0,0
"GRMZM2G175273",94,234,159,1334,501,654,1275,1195,916,581,683,1204,199,148,47,138,225,142
"GRMZM2G363429",0,7,0,0,0,1,57,724,132,10,15,6,3,0,0,0,0,7
"AC199039.3_FG003",2,0,6,0,15,62,63,4,0,42,18,3,25,5,8,0,0,4
"GRMZM2G363460",10095,10894,11127,1852,917,2310,487,896,282,1190,984,672,1522,1787,2384,1115,1641,1445
"GRMZM2G084261",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G035997",163,271,186,980,450,608,1687,2162,1288,2891,2780,3144,1765,1338,1000,1385,1383,1167
"GRMZM5G802360",9,1,8,21,60,52,57,44,63,71,83,96,181,112,64,121,113,120
"GRMZM6G942746",7,7,7,16,4,2,18,22,38,25,53,23,60,33,29,36,5,21
"GRMZM2G101664",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRMZM5G864166",5,4,10,92,14,48,47,66,165,268,191,277,292,207,143,249,172,122
"GRMZM2G456835",23,0,19,1261,3,22,1077,1493,748,1211,1072,1356,964,773,474,745,694,822
"GRMZM2G342493",7,16,14,3,4,5,0,4,0,0,0,0,2,0,1,2,1,2
"GRMZM2G176707",13482,16447,15010,6150,5196,7654,9394,11736,7718,15135,16365,16255,15513,9658,10248,12169,10352,10084
"GRMZM2G001243",2,0,0,15,0,4,99,31,80,118,48,55,31,28,20,6,5,25
"GRMZM2G137802",10,3,4,12,0,17,112,66,74,156,113,73,21,22,32,19,24,23
"GRMZM2G437575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G113078",1,4,1,0,0,3,67,18,8,4,15,22,3,0,0,0,6,0
"GRMZM2G088132",1057,1532,1224,731,629,1371,857,1136,753,1115,1030,1088,637,513,493,479,647,406
"GRMZM2G181269",2520,3954,3094,1957,1193,2520,1456,1653,898,1443,1130,1438,1261,1102,642,1238,996,1219
"GRMZM2G100146",4575,6178,4890,6861,22172,15380,4557,6128,2435,10269,8783,7786,37895,21280,27071,30315,20722,25139
"GRMZM2G100229",37,94,151,327,543,187,840,790,368,1735,1270,1167,5366,3547,3332,4065,3069,3381
"GRMZM2G463983",2,7,5,33,1,0,41,18,25,47,33,49,30,21,14,11,27,20
"GRMZM2G464754",2000,2710,3032,1018,1098,1580,1136,1446,581,739,1162,1128,1412,946,1290,1115,1290,844
"AC207342.3_FG001",7,0,1,2499,877,4587,1698,2415,1280,1046,449,1262,537,879,431,473,555,493
"GRMZM5G829396",2,0,0,0,0,0,103,30,22,15,14,4,4,7,4,0,4,6
"AC207342.3_FG008",0,20,4,262,112,208,413,615,583,402,688,446,38,252,61,18,106,96
"AC207342.3_FG007",187,155,239,527,203,645,679,933,320,998,988,808,509,863,1042,1007,881,543
"GRMZM2G102458",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G028733",429,574,420,1566,1631,1164,1054,1991,806,1412,1780,1648,4216,2282,2935,3048,1844,2495
"GRMZM2G088196",17,3,0,106,96,88,24,24,13,199,204,68,150,171,149,163,145,67
"GRMZM2G088218",4946,6838,5774,220,516,445,620,429,291,1041,1013,706,5166,3381,4175,3248,2575,3536
"AC187086.3_FG004",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G876518",5,1,1,210,104,81,132,165,208,201,161,163,114,243,209,101,140,95
"GRMZM5G819140",1,0,0,0,15,27,3,1,0,0,1,0,3,2,4,3,5,3
"GRMZM2G077206",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"GRMZM2G077125",5,14,7,439,256,238,533,522,379,748,565,352,1017,743,935,566,575,331
"GRMZM2G338158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G338161",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G158758",1,2,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0
"GRMZM2G458650",18,38,78,0,53,101,0,0,0,11,32,0,0,0,0,0,0,0
"GRMZM2G335720",2238,3161,2828,287,601,709,431,677,625,962,725,696,1413,1053,1587,539,669,665
"GRMZM2G094595",134,191,134,926,1404,1784,1295,1755,749,1824,1754,1515,3233,2624,3347,2808,2244,2490
"GRMZM2G160719",0,0,0,0,0,0,4,0,4,0,5,0,0,3,0,0,0,0
"GRMZM2G320799",34,91,22,187,310,193,303,623,285,332,389,443,330,190,285,285,276,174
"GRMZM2G106960",8292,10977,9567,2190,5395,5629,2154,3297,2044,4469,4698,4299,5405,4836,4174,3563,3662,3566
"GRMZM2G029833",28,64,42,1,28,13,22,20,8,20,16,13,5,3,4,4,8,3
"GRMZM2G051767",0,0,0,699,173,242,816,1246,709,654,831,1064,331,284,223,202,214,224
"GRMZM2G064675",2123,2313,1912,858,4947,3114,432,505,297,744,605,517,2356,1333,1711,1845,1312,1412
"GRMZM2G064767",1326,1994,1460,835,539,1958,1330,1711,737,1256,1110,1209,1753,1354,1289,1273,1207,1255
"GRMZM2G064885",308,557,414,601,281,483,940,1745,638,549,584,596,1338,1348,1390,1244,1069,886
"GRMZM5G866832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G554145",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"GRMZM5G896536",3,3,4,19,1,1,27,38,16,13,14,17,59,31,27,38,31,16
"GRMZM2G120463",0,1,0,0,0,0,0,6,5,0,16,4,0,2,1,0,1,1
"GRMZM2G050687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G360857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC199918.4_FG003",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G081626",1727,3172,2289,1942,1496,1389,1771,1703,973,1957,1694,1676,619,721,528,652,561,426
